Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales
1505,[Prototype],X360,2009,Action,0.84,0.35,0.0
1506,Deal or No Deal,Wii,2009,Misc,1.22,0.0,0.0
1507,Madagascar,PS2,2005,Platform,0.78,0.45,0.0
1508,Rugrats Studio Tour,PS,1999,Adventure,0.57,0.67,0.0
1509,LEGO Battles,DS,2009,Strategy,0.81,0.38,0.0
1510,Pitfall II: Lost Caverns,2600,1983,Platform,1.22,0.07,0.0
1511,Turok: Evolution,PS2,2002,Shooter,0.64,0.5,0.0
1512,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,0.68,0.49,0.0
1513,Gold's Gym: Cardio Workout,Wii,2008,Sports,1.11,0.04,0.06
1514,Burnout 3: Takedown,XB,2004,Racing,0.84,0.43,0.0
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,0.94,0.35,0.0
1517,Crysis 2,PS3,2011,Action,0.45,0.57,0.06
1518,NBA Live 07,PS2,2006,Sports,1.07,0.04,0.02
1519,Saints Row IV,PS3,2013,Action,0.56,0.44,0.09
1520,SingStar '80s,PS2,2005,Misc,0.27,0.02,0.0
1521,EA Playground,Wii,2007,Sports,0.69,0.48,0.0
1522,Test Drive 5,PS,1997,Racing,1.05,0.2,0.0
1523,Romancing SaGa 3,SNES,1995,Role-Playing,0.0,0.0,1.29
1524,EA Sports Active 2,Wii,2010,Sports,0.78,0.4,0.0
1525,Digimon World,PS,1999,Role-Playing,0.56,0.38,0.28
1526,Rise of the Tomb Raider,XOne,2015,Adventure,0.53,0.64,0.02
1527,Need for Speed Carbon,Wii,2006,Racing,0.46,0.66,0.02
1528,Yoshi's Woolly World,WiiU,2015,Platform,0.61,0.47,0.11
1529,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,0.39,0.02,0.85
1530,FIFA Street,PS3,2012,Sports,0.11,0.92,0.0
1531,Resident Evil Zero,GC,2002,Action,0.54,0.27,0.45
1532,Need for Speed: Most Wanted,X360,2005,Racing,1.0,0.17,0.02
1533,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,0.73,0.44,0.0
1534,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,0.93,0.34,0.0
1535,Transformers,PS2,2004,Shooter,0.63,0.49,0.0
1536,Guitar Hero: Aerosmith,Wii,2008,Misc,1.04,0.14,0.0
1537,Mystery Case Files: MillionHeir,DS,2008,Adventure,0.76,0.4,0.0
1538,Valkyria Chronicles,PS3,2008,Role-Playing,0.71,0.2,0.24
1539,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,1.22,0.05,0.0
1540,Champions of Norrath,PS2,2004,Role-Playing,0.63,0.49,0.0
1541,Watch Dogs,X360,2014,Action,0.72,0.45,0.01
1542,Imagine: Wedding Designer,DS,2008,Simulation,0.55,0.59,0.0
1543,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,0.45,0.46,0.17
1544,Yakuman,GB,1989,Misc,0.0,0.0,1.28
1545,Assassin's Creed Syndicate,XOne,2015,Action,0.61,0.56,0.0
1546,Army Men 3D,PS,1999,Action,1.1,0.14,0.0
1547,WWE '13,X360,2012,Action,0.72,0.45,0.0
1548,Twisted Metal 4,PS,1999,Racing,1.07,0.16,0.0
1549,Manhunt,PS2,2003,Action,0.63,0.49,0.0
1550,Kid Icarus: Uprising,3DS,2012,Action,0.48,0.35,0.36
1551,Silent Hill 2,PS2,2001,Action,0.62,0.49,0.0
1552,Tomb Raider: Underworld,PS3,2008,Action,0.45,0.56,0.05
1553,Castlevania: Symphony of the Night,PS,1997,Platform,0.58,0.4,0.21
1554,The Sims 2: Nightlife,PC,2005,Simulation,1.22,0.05,0.0
1555,LEGO Batman: The Videogame,PS2,2008,Action,0.72,0.03,0.0
1556,Road Rash,PS,1995,Racing,0.71,0.48,0.0
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,0.44,0.3,0.47
1558,Atlantis,2600,1981,Shooter,1.18,0.08,0.0
1559,NBA 2K9,X360,2008,Sports,1.0,0.16,0.0
1560,WWE '12,X360,2011,Fighting,0.74,0.4,0.0
1561,Tony Hawk's Underground,XB,2003,Sports,0.85,0.37,0.0
1562,Hogan's Alley,NES,1984,Shooter,0.68,0.16,0.41
1563,The Elder Scrolls Online,XOne,2015,Role-Playing,0.77,0.38,0.0
1564,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,0.96,0.2,0.0
1565,.hack//Infection Part 1,PS2,2002,Role-Playing,0.49,0.38,0.26
1566,Rockstar Games presents Table Tennis,Wii,2007,Sports,0.39,0.73,0.0
1567,Sonic Adventure DX: Director's Cut,GC,2003,Platform,0.87,0.3,0.06
1568,Jet Li: Rise to Honor,PS2,2004,Action,0.62,0.48,0.0
1569,Battle Arena Toshinden,PS,1994,Fighting,0.39,0.26,0.53
1570,Yokai Watch 3,3DS,2016,Action,0.0,0.0,1.27
1571,Kung Fu Panda,DS,2008,Action,0.56,0.57,0.0
1572,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,0.1,0.02,1.12
1573,Football Manager 2011,PC,2010,Sports,0.0,1.01,0.0
1574,Devil Dice,PS,1998,Puzzle,0.05,0.03,1.1
1575,Final Fantasy IV,DS,2007,Simulation,0.54,0.05,0.62
1576,Hyrule Warriors,WiiU,2014,Action,0.61,0.42,0.13
1577,Need for Speed Carbon,PS3,2006,Racing,0.49,0.52,0.03
1578,Championship Manager 03/04,PC,2003,Sports,0.0,1.15,0.0
1579,Brian Lara Cricket,PS,1998,Sports,0.02,1.13,0.01
1580,Ratatouille,DS,2007,Action,0.5,0.62,0.0
1581,Wheel of Fortune,PS,1998,Misc,0.99,0.22,0.0
1582,LEGO The Lord of the Rings,X360,2012,Action,0.63,0.51,0.0
1583,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,0.45,0.68,0.0
1584,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,0.94,0.17,0.02
1585,NBA Live 2001,PS,2000,Sports,0.7,0.47,0.0
1586,Star Wars: The Force Unleashed,PS2,2008,Action,0.49,0.0,0.01
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,0.47,0.53,0.03
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,0.0,0.0,1.25
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,0.0,0.0,1.25
1591,Reel Fishing,PS,1996,Sports,0.99,0.13,0.1
1592,Injustice: Gods Among Us,PS3,2013,Fighting,0.48,0.53,0.01
1593,Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,0.71,0.19,0.31
1594,Black,PS2,2006,Shooter,1.01,0.04,0.03
1595,RollerCoaster Tycoon 2,PC,2002,Strategy,1.19,0.05,0.0
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,0.61,0.48,0.0
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,0.52,0.56,0.0
1598,Road Rash 3D,PS,1998,Racing,1.05,0.16,0.0
1599,Ratchet: Deadlocked,PS2,2005,Shooter,0.85,0.03,0.22
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,0.61,0.48,0.0
1601,Transformers: Autobots / Decepticons,DS,2007,Action,1.12,0.03,0.0
1602,Tales of Xillia,PS3,2011,Role-Playing,0.29,0.19,0.67
1603,Diddy Kong Racing DS,DS,2007,Racing,1.1,0.04,0.0
1604,[Prototype],PS3,2009,Action,0.65,0.41,0.0
1605,Assassin's Creed: Bloodlines,PSP,2009,Action,0.43,0.48,0.05
1606,Oddworld: Abe's Oddysee,PS,1997,Platform,0.75,0.44,0.0
1607,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,0.66,0.47,0.0
1608,Ridge Racer V,PS2,2000,Action,0.24,0.19,0.75
1609,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,0.69,0.0,0.0
1610,Tetris 2 (All region sales),GB,1992,Puzzle,0.56,0.22,0.43
1611,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,0.82,0.38,0.0
1612,Ben 10: Protector of Earth,Wii,2007,Action,0.55,0.55,0.0
1613,Frogger: The Great Quest,PS2,2001,Platform,0.6,0.47,0.0
1614,2010 FIFA World Cup South Africa,PS3,2010,Sports,0.3,0.64,0.07
1615,Ninja Gaiden,XB,2004,Action,0.92,0.2,0.07
1616,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,0.59,0.57,0.0
1617,Driv3r,PS2,2004,Racing,0.6,0.47,0.0
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,0.69,0.47,0.0
1619,Farming Simulator 2015,PC,2014,Simulation,0.08,1.02,0.0
1620,Guitar Hero: Aerosmith,X360,2008,Misc,1.0,0.14,0.0
1621,Medal of Honor: Airborne,PS3,2007,Shooter,0.25,0.7,0.03
1622,Kirby Tilt 'n' Tumble,GB,2000,Puzzle,0.29,0.17,0.75
1623,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,0.88,0.33,0.0
1624,Vigilante 8,PS,1998,Racing,0.68,0.47,0.0
1625,Castlevania,NES,1986,Platform,0.54,0.06,0.62
1626,Donkey Kong Country 2,GBA,2004,Platform,0.79,0.27,0.12
1627,Bayonetta,PS3,2009,Action,0.44,0.41,0.21
1628,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,0.4,0.11,0.7
1629,Star Wars: Battlefront II,PSP,2005,Shooter,1.05,0.06,0.01
1630,Madden NFL 17,PS4,2016,Sports,0.92,0.08,0.0
1631,Boom Blox,Wii,2008,Puzzle,0.72,0.38,0.0
1632,Fallout 4,PC,2015,Role-Playing,0.5,0.63,0.0
1633,The Sims 2: Castaway,Wii,2007,Simulation,0.45,0.64,0.0
1634,LEGO Batman 2: DC Super Heroes,PS3,2012,Action,0.5,0.53,0.0
1635,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,0.42,0.47,0.15
1636,Mario Power Tennis,GC,2004,Sports,0.58,0.16,0.46
1637,Intelligent Qube,PS,1997,Puzzle,0.13,0.07,1.0
1638,Game & Watch Gallery 2,GB,1997,Misc,0.76,0.3,0.12
1639,Game & Watch Gallery 3,GB,1999,Misc,0.79,0.31,0.08
1640,Pac-Man,NES,1984,Puzzle,0.27,0.08,0.85
1641,Parfait: Chocolat Second Style,PS2,2006,Adventure,0.59,0.46,0.01
1642,F1 2011,PS3,2011,Racing,0.12,0.75,0.11
1643,Cars,PSP,2006,Racing,0.72,0.29,0.0
1644,NBA Live 99,PS,1997,Sports,1.13,0.05,0.0
1645,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,0.0,0.0,1.14
1646,Golden Sun: The Lost Age,GBA,2002,Role-Playing,0.61,0.27,0.27
1647,SimCity 2000,PS,1996,Simulation,0.68,0.46,0.0
1648,Max Payne,XB,2001,Shooter,0.98,0.19,0.0
1649,WCW Mayhem,PS,1998,Fighting,0.68,0.46,0.0
1650,NBA 2K2,PS2,2002,Sports,0.59,0.46,0.01
1652,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,0.55,0.44,0.14
1653,Cars,PS2,2006,Racing,1.01,0.04,0.0
1654,Fuzion Frenzy,XB,2001,Misc,0.93,0.24,0.0
1655,Call of Duty: Finest Hour,XB,2004,Shooter,0.78,0.4,0.0
1656,FIFA Soccer 11,PSP,2010,Sports,0.13,0.7,0.01
1657,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,1.03,0.14,0.0
1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,0.66,0.43,0.0
1659,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,0.66,0.17,0.35
1660,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,0.0,0.0,1.2
1661,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,0.66,0.48,0.01
1662,Dino Crisis 2,PS,2000,Action,0.34,0.49,0.28
1663,Need for Speed Underground,GC,2003,Racing,0.69,0.48,0.01
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,0.87,0.32,0.0
1665,Test Drive 4,PS,1997,Racing,0.67,0.46,0.0
1666,FIFA Soccer 07,PSP,2006,Sports,0.24,0.65,0.0
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,0.01,0.88,0.31
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,0.59,0.46,0.0
1669,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,0.52,0.49,0.0
1670,ATV Offroad Fury 3,PS2,2004,Racing,1.0,0.04,0.0
1671,Pikmin 2,GC,2004,Strategy,0.48,0.13,0.56
1672,Just Dance 2016,Wii,2015,Misc,0.52,0.59,0.0
1673,Disney Sing It,Wii,2008,Misc,0.77,0.31,0.0
1674,Battlefield: Hardline,XOne,2015,Shooter,0.72,0.37,0.01
1675,WWE 2K16,PS4,2015,Sports,0.41,0.6,0.0
1676,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,0.0,0.0,1.2
1677,TwinBee,NES,1986,Shooter,0.0,0.0,1.2
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,0.0,0.0,1.2
1679,NFL 2K,DC,1999,Sports,1.12,0.05,0.0
1680,SolarStriker,GB,1989,Shooter,0.4,0.39,0.36
1681,Enter the Matrix,XB,2003,Action,0.72,0.43,0.01
1682,NHL 2002,PS2,2001,Sports,0.59,0.46,0.0
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,0.74,0.03,0.36
1684,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,0.55,0.17,0.42
1685,One Piece: Pirate Warriors,PS3,2012,Action,0.01,0.24,0.86
1686,WWE 2K14,PS3,2013,Sports,0.49,0.49,0.0
1687,Metal Gear Solid: Portable Ops,PSP,2006,Action,0.38,0.35,0.38
1688,Nuclear Strike,PS,1997,Simulation,0.66,0.45,0.0
1689,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,0.56,0.36,0.19
1690,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,0.45,0.47,0.0
1691,The Simpsons: Road Rage,GBA,2003,Racing,0.86,0.32,0.0
1692,Pro Evolution Soccer 2008,Wii,2008,Sports,0.09,0.84,0.11
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,0.92,0.23,0.0
1694,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,0.18,0.64,0.27
1695,Scarface: The World is Yours,PS2,2006,Action,0.99,0.04,0.0
1696,Kobe Bryant in NBA Courtside,N64,1998,Sports,1.02,0.13,0.04
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,0.68,0.14,0.35
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,0.99,0.16,0.0
1700,FIFA 14,XOne,2013,Sports,0.41,0.66,0.0
1701,Spider-Man: The Movie,GC,2002,Action,0.86,0.27,0.01
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,0.64,0.24,0.29
1703,NBA 2K17,PS4,2016,Sports,0.83,0.14,0.0
1704,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,0.46,0.31,0.33
1705,Just Dance 4,X360,2012,Misc,0.9,0.2,0.0
1706,Metal Gear Solid VR Missions,PS,1999,Adventure,0.66,0.45,0.0
1707,Pole Position,2600,1982,Racing,1.1,0.07,0.0
1708,Resident Evil: Operation Raccoon City,PS3,2012,Action,0.48,0.25,0.36
1709,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,0.4,0.49,0.0
1710,Pro Yakyuu Family Stadium '88,NES,1988,Sports,0.1,0.0,1.08
1711,Shenmue,DC,1999,Adventure,0.52,0.24,0.38
1712,Mario Tennis,GB,2000,Sports,0.5,0.18,0.44
1713,Tony Hawk's Pro Skater 2,GBA,2001,Sports,0.85,0.31,0.0
1714,WWE '12,PS3,2011,Fighting,0.53,0.46,0.02
1715,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,0.48,0.49,0.01
1716,Plants vs. Zombies,DS,2011,Strategy,0.95,0.15,0.0
1717,Sonic the Hedgehog,PS3,2006,Platform,0.41,0.07,0.04
1718,Super Ghouls 'n Ghosts,SNES,1991,Platform,0.5,0.14,0.52
1719,Spore,PC,2008,Strategy,0.03,1.06,0.0
1720,Soviet Strike,PS,1996,Simulation,0.65,0.44,0.0
1721,Your Shape: Fitness Evolved 2012,X360,2011,Sports,0.7,0.37,0.0
1722,Army of Two,PS3,2008,Shooter,0.74,0.26,0.02
1723,Gun,PS2,2005,Shooter,0.98,0.04,0.0
1724,Ty the Tasmanian Tiger,PS2,2002,Platform,0.57,0.45,0.0
1725,Wario Land: Shake It!,Wii,2008,Platform,0.6,0.31,0.15
1726,Sonic Rush Adventure,DS,2007,Platform,0.54,0.49,0.01
1727,Medal of Honor: Warfighter,X360,2012,Action,0.58,0.47,0.01
1728,Mega Man 3,NES,1990,Platform,0.68,0.1,0.39
1729,Ratchet & Clank (2016),PS4,2016,Platform,0.32,0.64,0.04
1730,Mission: Impossible,N64,1997,Action,0.74,0.38,0.02
1731,Romancing SaGa 2,SNES,1993,Role-Playing,0.0,0.0,1.17
1732,Cabela's Dangerous Hunts,PS2,2003,Sports,0.57,0.45,0.0
1733,Cool Boarders 4,PS,1998,Sports,0.65,0.44,0.0
1734,Rage Racer,PS,1996,Racing,0.16,0.11,0.83
1735,Medal of Honor: Rising Sun,XB,2003,Shooter,0.76,0.36,0.0
1736,Football Manager 2013,PC,2012,Sports,0.0,0.95,0.0
1737,Destruction Derby 2,PS,1996,Racing,0.65,0.44,0.0
1738,Mirror's Edge,X360,2008,Platform,0.51,0.51,0.01
1739,Destiny: The Taken King,XOne,2015,Shooter,0.82,0.23,0.0
1740,Mario vs. Donkey Kong,GBA,2004,Puzzle,0.68,0.25,0.21
1741,007: Quantum of Solace,PS3,2008,Action,0.43,0.52,0.02
1742,EA Sports Active: More Workouts,Wii,2009,Sports,0.78,0.28,0.0
1743,Fallout: New Vegas,PC,2010,Role-Playing,0.58,0.45,0.0
1744,Need for Speed: Most Wanted,PSV,2012,Racing,0.38,0.52,0.01
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,0.45,0.25,0.3
1746,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,0.97,0.04,0.0
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,0.57,0.44,0.0
1748,SingStar,PS3,2007,Misc,0.45,0.58,0.0
1749,Bushido Blade,PS,1997,Fighting,0.39,0.27,0.43
1750,LEGO Star Wars III: The Clone Wars,DS,2011,Action,0.66,0.39,0.0
1751,NASCAR Thunder 2002,PS2,2001,Racing,0.57,0.44,0.0
1752,Jet Force Gemini,N64,1999,Shooter,0.78,0.28,0.07
1753,Mega Man X,SNES,1993,Platform,0.57,0.08,0.5
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,0.84,0.27,0.0
1755,Sega Rally Championship,SAT,1995,Racing,0.21,0.16,0.77
1756,Test Drive: Off Road,PS,1997,Racing,0.65,0.44,0.0
1757,Medal of Honor Heroes 2,PSP,2007,Shooter,0.5,0.39,0.02
1758,Sniper: Ghost Warrior,X360,2010,Shooter,0.54,0.51,0.0
1759,Rocksmith,PS3,2011,Misc,0.52,0.38,0.09
1760,LEGO Star Wars: The Video Game,XB,2005,Action,0.83,0.28,0.0
1761,FIFA Soccer 10,PSP,2009,Sports,0.15,0.68,0.01
1762,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,0.51,0.54,0.0
1763,Worldwide Soccer Manager 2009,PC,2008,Simulation,0.0,1.14,0.0
1764,Omerta: City of Gangsters,PS3,2011,Simulation,0.52,0.46,0.0
1765,Gauntlet: Dark Legacy,PS2,2001,Action,0.56,0.44,0.0
1766,Ninja Gaiden Sigma,PS3,2007,Action,0.57,0.33,0.09
1767,Bad Boys: Miami Takedown,PS2,2004,Shooter,0.56,0.44,0.0
1768,Kaboom!,2600,1980,Misc,1.07,0.07,0.0
1769,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,0.44,0.46,0.06
1770,Sonic and the Black Knight,Wii,2009,Platform,0.69,0.35,0.01
1771,Call of Duty 4: Modern Warfare,PC,2007,Shooter,0.0,1.12,0.0
1772,Qix,GB,1990,Puzzle,0.51,0.2,0.41
1773,Derby Stallion III,SNES,1995,Sports,0.0,0.0,1.15
1774,Doraemon,NES,1986,Action,0.0,0.0,1.15
1775,High School Musical 2: Work This Out!,DS,2008,Misc,0.5,0.52,0.0
1776,Ratchet & Clank: All 4 One,PS3,2011,Platform,0.75,0.22,0.05
1777,Donkey Konga,GC,2003,Misc,0.5,0.16,0.46
1778,Fight Night Champion,PS3,2011,Fighting,0.45,0.51,0.0
1779,Dragon Quest I & II,SNES,1993,Role-Playing,0.0,0.0,1.15
1780,Tak and the Power of Juju,PS2,2003,Platform,0.56,0.44,0.0
1781,Asteroids,PS,1998,Shooter,0.64,0.43,0.0
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,0.0,0.0,1.07
1783,Pokemon Rumble Blast,3DS,2011,Action,0.47,0.26,0.35
1784,Action Bass,PS,2000,Action,0.64,0.43,0.0
1785,Tenchu: Wrath of Heaven,PS2,2003,Action,0.44,0.34,0.25
1786,Shadow of the Colossus,PS2,2005,Action,0.78,0.03,0.2
1787,Brave Fencer Musashi,PS,1998,Role-Playing,0.25,0.17,0.65
1788,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,0.31,0.03,0.76
1789,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,0.95,0.04,0.0
1790,Mirror's Edge,PS3,2008,Platform,0.31,0.59,0.02
1791,Rabbids Go Home,Wii,2009,Platform,0.26,0.75,0.0
1792,South Park,N64,1998,Shooter,0.9,0.23,0.0
1793,Commando,NES,1986,Action,0.71,0.16,0.25
1794,Pilotwings,SNES,1990,Simulation,0.46,0.17,0.48
1795,Resident Evil - Code: Veronica,DC,2000,Action,0.41,0.23,0.47
1796,Super R.C. Pro-Am,GB,1991,Racing,0.58,0.37,0.15
1797,The Lord of the Rings: The Return of the King,XB,2003,Action,0.71,0.38,0.0
1798,LEGO Star Wars: The Video Game,GBA,2005,Action,0.82,0.3,0.0
1799,Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,0.0,0.51,0.0
1800,Guitar Hero 5,X360,2009,Misc,0.65,0.37,0.0
1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,0.12,0.1,0.88
1802,Need for Speed Underground 2,GC,2004,Racing,0.7,0.39,0.01
1803,MechAssault,XB,2002,Simulation,1.01,0.1,0.0
1804,ModNation Racers,PS3,2010,Racing,0.5,0.41,0.06
1805,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,0.61,0.43,0.0
1806,Derby Stallion 99,PS,1999,Sports,0.0,0.0,1.06
1807,Cars,GBA,2006,Racing,0.81,0.3,0.0
1808,Fantasy Life,3DS,2012,Role-Playing,0.33,0.37,0.37
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,0.99,0.12,0.0
1810,WWE 2K15,PS4,2014,Sports,0.38,0.56,0.0
1811,Donkey Kong,NES,1983,Platform,0.23,0.05,0.84
1812,Jampack Winter '98,PS,1998,Misc,0.63,0.43,0.0
1813,WWE 2K14,X360,2013,Sports,0.64,0.39,0.0
1814,Alien: Isolation,PS4,2014,Shooter,0.34,0.56,0.04
1815,Yakuza 3,PS3,2009,Action,0.21,0.21,0.62
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,0.81,0.3,0.0
1817,The Beatles: Rock Band,PS3,2009,Misc,0.67,0.3,0.0
1818,Dragon Age II,X360,2011,Action,0.72,0.3,0.01
1819,Moon Patrol,2600,1982,Shooter,1.05,0.06,0.0
1820,Supercar Street Challenge,PS2,2001,Racing,0.55,0.43,0.0
1821,Pilotwings 64,N64,1996,Simulation,0.56,0.24,0.3
1822,Crackdown 2,X360,2010,Shooter,0.63,0.37,0.02
1823,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,0.36,0.33,0.28
1824,Castlevania: Lords of Shadow,PS3,2010,Action,0.5,0.37,0.1
1825,Rocksmith,X360,2011,Misc,0.84,0.2,0.01
1826,Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,0.62,0.4,0.0
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,1.03,0.0,0.01
1828,Call Of Duty 2: Big Red One,XB,2005,Shooter,0.66,0.4,0.0
1829,Yoshi's Cookie,NES,1992,Puzzle,0.41,0.06,0.63
1830,Guitar Hero 5,PS2,2009,Misc,0.28,0.3,0.0
1831,Worldwide Soccer Manager 2008,PC,2007,Sports,0.0,1.12,0.0
1832,Spider-Man 2,XB,2004,Action,0.82,0.26,0.0
1833,Counter-Strike,XB,2003,Shooter,0.85,0.23,0.0
1834,Mad Max (2015),PS4,2015,Action,0.32,0.58,0.04
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,0.63,0.37,0.0
1836,GRID,PS3,2008,Racing,0.31,0.57,0.03
1837,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,0.92,0.04,0.0
1838,Sunset Overdrive,XOne,2014,Shooter,0.62,0.4,0.0
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,0.68,0.38,0.0
1841,Donkey Kong Jr.,NES,1983,Platform,0.33,0.07,0.7
1842,Arc the Lad,PS,1995,Role-Playing,0.0,0.0,1.1
1843,NBA Jam Tournament Edition,GEN,1994,Sports,0.95,0.14,0.0
1844,Need for Speed: ProStreet,Wii,2007,Racing,0.54,0.46,0.0
1845,Pikmin 3,WiiU,2013,Strategy,0.45,0.31,0.29
1846,Legend of Mana,PS,1999,Role-Playing,0.18,0.13,0.73
1847,Lumines: Puzzle Fusion,PSP,2004,Puzzle,0.52,0.35,0.0
1848,Toy Story 3: The Video Game,PS3,2010,Action,0.51,0.42,0.0
1849,Guitar Hero 5,PS3,2009,Misc,0.53,0.4,0.0
1850,Megamania,2600,1981,Shooter,1.03,0.06,0.0
1851,Medal of Honor: Airborne,X360,2007,Shooter,0.45,0.53,0.01
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,0.52,0.33,0.17
1853,Jungle Hunt,2600,1982,Platform,1.03,0.06,0.0
1854,Triple Play 98,PS,1997,Sports,0.61,0.42,0.0
1855,LEGO The Lord of the Rings,PS3,2012,Action,0.36,0.53,0.0
1856,Petz Dogz 2,DS,2007,Simulation,0.47,0.52,0.0
1857,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,0.44,0.46,0.01
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,0.0,0.0,1.1
1859,Lode Runner,NES,1984,Puzzle,0.0,0.0,1.1
1860,The Final Fantasy Legend,GB,1989,Role-Playing,0.0,0.0,1.1
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,0.0,0.0,1.1
1862,F-Zero X,N64,1998,Racing,0.45,0.33,0.29
1863,Popeye,NES,1983,Platform,0.51,0.12,0.45
1864,NERF N-Strike,Wii,2008,Shooter,0.92,0.09,0.0
1865,NBA Live 2001,PS2,2001,Sports,0.52,0.4,0.04
1866,SingStar Legends,PS2,2006,Misc,0.12,0.75,0.0
1867,SingStar Rocks!,PS2,2006,Misc,0.0,0.84,0.0
1868,Tales of Symphonia,GC,2003,Role-Playing,0.54,0.21,0.31
